name,address,ratings,category,description,location,image_url
Moana Sapa,"68 Violet Street, Cau May Ward, Sa Pa",4.2,Landmarks,"A large outdoor photo attraction complex featuring elaborate statues (like a giant hand), a 'sky gate', and panoramic valley views.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzcErTjsLSSwoPQNVu5s048pgFWTiuEJfDCdjRYzMklmDLJQxQ9EgjoW83eWOfYkKaFoxLy0jdji-CJ2EEjngiEhcLMYUvOb9rd34REpY44xFMnnR4F4bj0aJwMKh3d0BDrsQx85d3n2NAD=w32-h32-p-k-no
Sapa Park,"Thach Son Street, Sa Pa Town",4.2,Landmarks,"A public park in the town center, featuring gardens, a small lake, and recreational space for locals and tourists.",Sapa,https://lh3.googleusercontent.com/p/AF1QipMOht7R5oDbjWfBqQvi7R808aGR5opG-dpkKjE=w32-h32-p-k-no
Ham Rong Sa Pa Eco-Tourism Area,"Ham Rong Street, Sa Pa Town",4.3,Landmarks,"A mountain park behind the Stone Church, featuring flower gardens, viewpoints like 'Cloud Yard', and unique rock formations.",Sapa,https://lh3.googleusercontent.com/p/AF1QipPApsrCWeUtN4OVgzNUklwiqgaDdmQA3wZalN5N=w32-h32-p-k-no
Hang Pho Temple,"32 Fansipan Street, Sa Pa Town",4.6,Shrines/Temples,"A local temple in Sa Pa town, serving the spiritual needs of the community.",Sapa,
Sa Pa Stone Church,"Ham Rong Street, Sa Pa Town",4.4,Shrines/Temples,"An iconic neo-Gothic Catholic church in the town center, built by the French in the early 20th century. A major landmark.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYY2glr5_FnbkAKI7mBEu-x55aqftXbIljqxAHWkpjehJ1CBFaCu1nUgGF7E2qDovY59r6Uf3BxeRizs6zELdNrYnpeENg69nsuZTeAFzwtMfJ0TJvYaW6sJihq2VZa2894A-Q=w32-h32-p-k-no
Sa Pa Sha,Sa Pa,4.8,Landmarks,"A check-in spot or cafe with views, as indicated by its name and high rating.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSym2b40u0ZYq6HEq14uHhduuHncgGsI2md_6adqPtAkBRF8aYOaIQ28qYQhLjuWLcHsOFkCPYs5bxfKF-QhXFQyo_4y75f8VaBF6w94qqDS0z2iDa3UN7rDeoCm_M6wimH0ZuGClQ=w32-h32-p-k-no
Silver Waterfall Sa Pa,"San Sa Ho Commune, Sa Pa",4.2,Landmarks,"A tall, powerful waterfall located on National Highway 4D, a popular stop on the way to O Quy Ho Pass.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw91XjmTR_rCxr9Cj-IcoteRZiBk0M4OjQ143iSEoFvyHuJwxiyMVitoNsoQFSRnnBOuNtvqcPPBH10gsjDkXI3--s0ObUvKUW8MO3mXgp-Dbh1KPIH0ciKHlFmicvLeaCeq1Ds=w32-h32-p-k-no
Sapa Ancient Rose Garden,"Sa Pa Commune, Sa Pa",4.3,Landmarks,"A large garden specializing in growing various species of ancient and climbing roses, a popular spot for flower lovers.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzJuZq0AI0JjJeQp4y9m13qxGwbnMKlx_WK38jERbiWD6v_jrfetH_s3f_eU5OSO5R8yNFPbE3kF8yqwQyrAteHYSU2IuIqIsbCG6nWonrczovEaGkRnINqnMgRY11w782fHhm8EXq7ENAt=w32-h32-p-k-no
Ta Phin Ancient Monastery,"Ta Phin Commune, Sa Pa",4.1,Shrines/Temples,"The atmospheric ruins of a French Catholic monastery and convent, abandoned since the 1940s, located near Ta Phin village.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzQS0-vWOeKh9sJ7ED6EOtxYacw7oW_4gW7_H7cL6bc31OFutMpgT8gHyh-LI-pmYCb76ZS4Amh61V7luWaP4gOVpktE4Mbhe69rEY9P4OTepOckyQabPdn6b7Sh3EiyabvT4oux6Kjq3A=w129-h86-k-no
Sky Gate of O Quy Ho,"Son Binh Commune, Sa Pa",4.4,Landmarks,"A scenic viewpoint at the peak of O Quy Ho Pass, one of Vietnam's highest mountain passes, offering vast views.",Sapa,https://lh3.googleusercontent.com/p/AF1QipNTMEycSs8PHXct4__DqZM4ixjhX4LVaiYCSy1g=w32-h32-p-k-no
Sapa Green Valley,"National Highway 4D, Sa Pa Commune, Sa Pa",4.4,Landmarks,"A scenic spot or resort located along the main highway, highlighting the green valleys of the region.",Sapa,
Sapa Ancient Stone Gallery,"Muong Hoa Commune, Sa Pa",4.0,Museums,An archaeological site in Muong Hoa Valley featuring large boulders with ancient petroglyphs carved by unknown prehistoric inhabitants.,Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyuVYlq-QN6EGqoSSEiPKiyLUMuwom9GJvsNVsyJdx-tQEXhZOcB5eQyYp1vsXqQBNwmc3Zx7tc9C-escxn32UkFd1FkL_f_NUbvnkxnROp2Fcvaur_41lhHwrGN72UaxJlx9wqCA=w32-h32-p-k-no
Muong Hoa Stream,"Ta Van Commune, Sa Pa",4.7,Landmarks,"A scenic stream that flows through the Muong Hoa Valley, alongside rice terraces and ethnic minority villages.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw3_laLLBuinkg71d1QbqUJMoymjJH452Vw3Ed5rZBq7fImmRJumMiCZmFdgFWtWUPoJAB3UK4aQ4Xj-W7Gse1SM7pX1AW_53HLj54kOr6J_ussYefq58Rjw2FcTdkbRsUNt_hw=w152-h86-k-no
Ansapa Village,"51 Thanh Cong Street, Sa Pa Town",4.1,Landmarks,"A restaurant or guesthouse in Sapa town, offering local ethnic cuisine and hospitality.",Sapa,https://lh3.googleusercontent.com/p/AF1QipOob1-VQgg9PPpXLivmpQAiU9PkabbKL9yUXe4t=w32-h32-p-k-no
Ta Phin Village - SaPa,"Ta Phin Commune, Sa Pa",4.3,Landmarks,"A village inhabited by the Red Dao ethnic group, famous for its intricate brocade embroidery and traditional herbal baths.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzVvfNiPHhbVrqcF--30jd0F5GIf2Cv_kod68OqZEeLqNn76xdGd7WuZ9wV4Lw60_nkUESyHJptl0NnZuLOvXviMljc0uGDkplBQHj8zBeEri5KWKn0FnGmkKJZ1hPElcktM1nWew=w32-h32-p-k-no
Sa Pa Night Market,"Luong Dinh Cua Street, Sa Pa Commune, Sa Pa",4.1,Landmarks,"A bustling market open in the evenings, where visitors can buy local souvenirs, handicrafts, and sample Sapa street food.",Sapa,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnPWq4_HYTOiR0liDuavkOS8RQ9paoZKA2wWzA-bq0zfJs1aIqNwggnzyruX14TezVriDIY4Pig5a-uFJMSzr1D_pah2cd_QbLnoqDF9pQmHJKUXlOKxM0JqvJuGmfAKNYkrYe=w32-h32-p-k-no
Hoi An ancient town,"94 Bach Dang Street, Minh An Ward, Hoi An",4.7,Landmarks,"A UNESCO World Heritage site, a well-preserved example of a Southeast Asian trading port from the 15th to 19th centuries.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwSM2XddQhDcZm_egGdq9QxI1lxD0JA6I9ZYulAB2p6RKOmHPVZ7Kx01XtwEonOkb0AiUMkGFpNcx0BYT4ZXgzJyyRUoLORFNvmIxdf7FVyBjfRmqvBXlto2sEWenvgkygh6kEDLQ=w32-h32-p-k-no
Quan Thang Ancient House,"77 Tran Phu Street, Minh An Ward, Hoi An",4.3,Museums,"A 18th-century merchant's house, showcasing rich Chinese architectural influences and intricate wood carvings.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxhGJHaYppkkVYwKQ4s-PmhMC2cc1uqSW2U5H9QlwM6YTjjgdwn-5W36-_QClM4FPUK0LyJIMYWeOph3LZWRqsk8_qcQJk1S5n7HxnQQcJmiU5F0rEqFV9ysccKJg6LZezAcszj=w32-h32-p-k-no
Hoi An Market,"19 Tran Phu Street, Cam Chau Ward, Hoi An",4.4,Landmarks,"The main market of Hoi An, bustling with vendors selling fresh produce, local food, silk, and souvenirs.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwbZjZafi2mTEZUMiIvYSYBBAe7hpwj8Qt_DmdJGwaQxAysmLzuzJwP_peLuCeIzbw74pmyuHn5rjdyoLxjwdnfRigltuIaOH28T125of-RFHqVONSycmu9P7ZXcnizuGLyyvoH3wT4pxN8=w32-h32-p-k-no
The Old House of Phung Hung,"4 Nguyen Thi Minh Khai Street, Minh An Ward, Hoi An",3.7,Museums,"A historic 18th-century merchant's house, blending Vietnamese, Japanese, and Chinese architectural styles.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy5xxbgzWzxV0X8Yj9vOL9TkAqI_ctXUiigAh91hi3DVObaE_h4UIPs-vYIq_vP1SKb7Oa4PehxifXbIjkeFR0awrDGYzSPZzO-9qBg-e4ITqy94f7hiZ1wdoAxUun3p2uuGCQ=w32-h32-p-k-no
Silk Village Hoi An - The Tourist,"28 Nguyen Tat Thanh Street, Tan An Ward, Hoi An",4.3,Landmarks,"A tourist complex showcasing the traditional silk-making process, from silkworms to weaving, with gardens and a showroom.",Hoi An,https://lh3.googleusercontent.com/p/AF1QipMEtHh6NJetGcuciwXCNEjT-kUcQptVNFURnh9a=w32-h32-p-k-no
Hoi An Memories Land,"Con Hen, 200 Nguyen Tri Phuong, Cam Chau Ward, Hoi An",4.6,Landmarks,"The location of the 'Hoi An Memories' cultural show, featuring an outdoor stage, themed village, and performances.",Hoi An,
VinWonders Nam Hoi An,"Vo Chi Cong Street, Binh Duong Commune, Thang Binh District",4.9,Landmarks,"A large amusement park and entertainment complex, featuring rides, a water park, and a 'River Safari'.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxeOggBitV1kYwtUNQyiI42YdfnfLXOsMOT4f7QPYyNynP_t1ejqgHtVII28bfgimoEOD5ADG80o3ol0t-mbkSZza9_L6ZAwqCTHVTWneIL2p75kdNCgmTfOe5H1zfwgX9uuWid=w32-h32-p-k-no
Museum of Folk Culture,"33 Nguyen Thai Hoc Street, Minh An Ward, Hoi An",4.3,Museums,"A museum in a historic house, displaying artifacts related to the folk culture and traditions of Hoi An's residents.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxms9KODVfEizX6N100x6IsKkjk-Lx8xz23DiQUvP2bDljhYvcugv221w8AywvWgJfrScNNSsVw27XTG9_19l6VDLJfKCqU-nDFRDX7azchofeT5DsHpyW9ZZH_y-SFt-HZtDvK=w32-h32-p-k-no
Hoi An Night Market,"Nguyen Hoang Street, Minh An Ward, Hoi An",4.4,Landmarks,"A lively market on An Hoi Island, famous for its colorful lanterns, street food, and souvenir stalls.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzrODKyx2Hrz7BADxiQD4WyQM1YIezl-VCtVDY_eoLtm6YbGahBPFvDIlySB8XTdtsLOS_d891WgGCCFdnlqaqgHNNAidgWyqYFY3Jom3DhMI8G3YLOTxOL8jnTaZiD-0Vc-0Ac2w=w114-h86-k-no
An Bang Beach,"Hai Ba Trung Street, Hoi An",4.3,Landmarks,"A popular beach near Hoi An, known for its soft sand, clear water, and beachfront restaurants.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwK5SKKHH9kgYHVxAqJjGkAhA8By7KRrDvs_3-OkyZTT6RwXoLEFOmqUNvuyqdszWoH6dEDd3oxMkoLYuKbrBfxEoiLg6C_imH_KbQaQZHYAZAdjRK0CG0P4aNah86qAgdReVf0HQ=w32-h32-p-k-no
Old House of Tan Ky,"101 Nguyen Thai Hoc Street, Minh An Ward, Hoi An",4.2,Museums,"A UNESCO-recognized 18th-century merchant's house, perfectly preserved and blending multiple architectural styles.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSw-T7dRhE_WlaYaCpboQj_LgbchuEojFrC_BcBjYRFIoUl4MZBGYcX9Y3q046qlbOhXdqdhGTtPcoK30FilSi80DjsyIw580mfKpb9wtac_DoR4aNQPKrV-rJ5RFdxi8O6GPg-K6Q=w32-h32-p-k-no
Memories of Hoi An,"94 Huyen Tran Cong Chua Street, Cam Chau Ward, Hoi An",4.6,Landmarks,"The 'Hoi An Memories' cultural show, an outdoor spectacle on an island in the Hoai River.",Hoi An,
Kim Bong Carpentry Village,"Cam Kim, Hoi An City",4.6,Landmarks,"A traditional craft village on Cam Kim island, renowned for its skilled woodcarvers and carpenters.",Hoi An,
Hoi An sculpture promenade,"An Hoi Ward, Hoi An",4.0,Landmarks,"A path along the Hoai River on An Hoi island, featuring various sculptures and art installations.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyMI5Qbrs39gvbosctLcWuTqK50WbFqzMdxmnL7tC9mnDKpffHcQ3APEAzQWmUv-f14MY7sFzk_3IcXnxLH3p0Kr8P0Dt3oGZAqsGaRpdff3a17xm9KY2hsQUZ4DMWfCuZvHnbwVg=w32-h32-p-k-no
Cam Pho Communal House,"52 Nguyen Thi Minh Khai Street, Minh An Ward, Hoi An",4.2,Shrines/Temples,"A historic communal house (Ðình), a place of worship and community meetings, typical of Vietnamese villages.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxvEnEbYEeOMT4fEYiTNwSCiNxVxB-z9MmcSEqOTK40QIak9ZBt_bcYav8XQAQ9H1frAVV-cs5SmxX8ONNBZHX1TM2rtQBj2njX5B7QfxxHpXNvaB0SUXG26IuhlwTbi5dGfmcGOw=w32-h32-p-k-no
Japanese Covered-Bridge,"Nguyen Thi Minh Khai Street, Minh An Ward, Hoi An",4.3,Landmarks,"The iconic 18th-century bridge and temple, a symbol of Hoi An, built by the Japanese community.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyYHn1JQoTbR_Y7Aecnm8P5QsAal_dRwrTVdgL3liiPEYRP3cg284JehUuoyBy0VYbplZSrw67sVSnaKl4GgyduIRMBF53_CxtoTxpOM8ND8dPzS2_JX4MKDRP_8QBi-K-KWAEZgQ=w32-h32-p-k-no
Thanh Ha Pottery Village,"Pham Phan Street, Thanh Ha Ward, Hoi An",4.3,Landmarks,"A traditional craft village dating back over 500 years, known for its clay pottery and terracotta products.",Hoi An,https://lh3.googleusercontent.com/p/AF1QipOK24dkfIGANkCtlCgsy306NrLNnMyAxUjNkcyv=w129-h86-k-no
Hoai River in Hoi An Old Town,"An Hoi Ward, Hoi An",4.6,Landmarks,"The scenic river that flows through Hoi An, central to the town's life and lantern-lit evenings.",Hoi An,https://lh3.googleusercontent.com/p/AF1QipMyGxCRoYWG8kQAC4J7ODSE6Uhhc3Za5GDiJdC-=w32-h32-p-k-no
Cua Dai Beach,"Cua Dai Ward, Hoi An",4.5,Landmarks,"A long sandy beach near Hoi An, once very popular, though it has experienced significant coastal erosion.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwUIII61Y-ClKa5ZYOBIob9BRaAf7CgfanmSo65K5OqsvrJL4GayYqad8E27GOoXLDv_DAlz2UXT-ac05hWjdwfS19M_kq-WIdNwJImDTDVoHJR7Vcr4JXvSfez4YXB72sUgsE=w32-h32-p-k-no
The Center for Culture and Sports of Hoi An city,"01 Cao Hong Lanh Street, Hoi An",4.0,Landmarks,"A government building and venue for local cultural events, sports, and community activities.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwtay_CanYCIJTVTmFizlgCyRQDsn3IiQHCW_V4rac1YcfnmTnaxIGM8pSfTPuEu1E_ywdZlaG1ehvhDZlLIhDLZQZJlNkd8ZHuTzCHfeMHmagM1Dqe4Jz0NHS3sGyM9xGKYjw4bFYPgQGE=w32-h32-p-k-no
Old Town Sunset View Point,"Tran Hung Dao Street, Cam Pho Ward, Hoi An",4.5,Landmarks,"A scenic spot, likely on a rooftop or by the river, offering a good view of the sunset over the ancient town.",Hoi An,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy22RBVD9Eai0PckDtZfvGLeubIMjji0TU6o4ajh7B5z_DsyxRnRjSUGAMppH-d_TaZd8wE3b-b8BYc7ecA97ck8TJ_QZqDvS7uTcIPpih8BDDegXSC4SopVy8CAZFAbLmtL7KD=w114-h86-k-no
Hue Imperial City,"Phu Hau Ward, Hue",4.5,Landmarks,"A UNESCO World Heritage site, this walled fortress and palace was the capital of the Nguyen Dynasty. ",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxnvd5xo0pwvmCL9EeKAd97oCZY2uLeys1CjdduugcbHD_1XEZNO3gJ4iZ31oKVCG-uxQd9MS1LRLrWksdUf_kzGlH5Sqe7t19TrNpJQP-7cr3vMJukqO7fCMQ5NXgX5-vYE4aG=w114-h86-k-no
Hue Historic Citadel,Hue,4.5,Landmarks,"The outer, fortified wall of the Imperial City, encompassing the main palaces and residential areas.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx5DJR0_hS_9z45j1TKsOmkAIiheiPOx0HGwaWYeN_KywpTkIwl_-U306rhbIi209Dmp1ePsH8K8u8DwSUvtX6eTyUDPRbz_4MHQPeH60EeAxdHJ6PJ6Bafk04IzLjUAZi3SaZk=w32-h32-p-k-no
Hue Walking Street,"Vo Thi Sau Street, Phu Hoi Ward, Hue",4.4,Landmarks,"A vibrant pedestrian area known for its nightlife, street food, bars, and shops.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyFfKYVZbf97Jf1jLF8ffx58Ey-1MIzPHbDYA1MT9tYbqwpbHmtsWrkvyXUewT1jYdnN1z3agIhA_dd0Vm0JV5JxN-hddtkQbBsuF3b7feqplp1deVYp2iv2dPRcUcQ2v3edZY8=w114-h86-k-no
Thien Mu Pagoda,"Huong Hoa Ward, Hue",4.5,Shrines/Temples,"'Pagoda of the Celestial Lady.' An iconic seven-story pagoda, the tallest in Vietnam, overlooking the Perfume River.",Hue,
Mausoleum of Emperor Tu Duc,"Thuong Ba Hamlet, Thuy Xuan Ward, Hue",4.5,Shrines/Temples,"A serene and expansive tomb complex for Emperor Tu Duc, featuring a lake, pavilions, and pine forest.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSy1R7WkynxuO_mRakIenMR-QAdLc-EQw_k2x_EUVJh7PElAhaA5oTQRwb4ehDLw3Ki0rBRFJjwb0E2a1QZFoGxa2JB3wAaGYd_E8qWFBKdjrcXIs8GnDNTtEeQw1eAQNGiiRXY=w32-h32-p-k-no
Dien Tho Palace,"75 Le Huan Street, Phu Hau Ward, Hue",4.5,Landmarks,"'Palace of Longevity.' A residence within the Imperial City, built for the Queen Mothers of the Nguyen Dynasty.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzEhnuCDvwdazkECrTAlFjr2ov7kARL0hNPkjf2k0FDIpJJyccR0zjozLoAyCmz5EZsU7qSPzIRtSXOUldBnsyFT6c2-4HGL4wwYmUPukBrpKiok2Yl4bAjFREf4TnIX5Qa8HyEFjsfXbHz=w32-h32-p-k-no
Hue Western Quarter,"29 Chu Van An Street, Phu Hoi Ward, Hue",4.5,Landmarks,"The foreigner-friendly neighborhood, home to many hostels, bars, and restaurants.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxf4pgX6AYVFdiYpaJAo6ywPjO7J9xxcKrNDhIuTTyi5OoeBuJ8W_S8j5CTi72MfsKik8MD0599QzS2_VToGyBU4Mbbif-M6bfRLIPCOQ1puC0CR2YdFjs1VuqdgUi88xUI_eI=w86-h114-k-no
Mausoleum of Emperor Khai Dinh,"Chau Chu Mountain, Thuy Bang Commune, Huong Thuy Town",4.5,Shrines/Temples,"A unique tomb blending Vietnamese and European (Baroque) architectural styles, known for its intricate mosaic interiors.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSxCuhqUl7BBxnHHIEEtoJB6DceOysYi0Z2WBaHENXYCLXUlIR_I0Gr5qDZtIhYoGQE7biKMlhgxV_lOir3S3QeJJ5WQkxJY__NQ1C9ldv3l3SLrQdggeZMlCcuXiSYi5AY0q2NE=w32-h32-p-k-no
Royal Costumes,"72 Ong Ich Khiem Street, Thuan Hoa Ward, Hue",4.5,Museums,A popular shop or museum for renting and photographing in royal Nguyen Dynasty costumes.,Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSx0kUfdjhuo_qbZUoOmlkxd1SQrAgMAxWbiQ2DCjkgeeUvL744MRh3PgOShBRRrVL4nR6ztTdtppKNfQOvmmltzJ_zKEBgSNcUHvvqGhiV-B1giqnMOjPhKG3oU2t416nznOFU4EQ=w32-h32-p-k-no
An Hien Garden House,"58 Nguyen Phuc Nguyen Street, Huong Long Ward, Hue",4.0,Landmarks,"A traditional 19th-century garden house, showcasing classic Hue architecture and a peaceful garden.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzMjzDwXcHEzwO-6GMn_r7yoXGflcsqC3zO6ccyRbxbdcTB_4hYJcB51OzymhJnopPgRPvGHGzKnvg80Imi600s8vdT79zQs-8Hxo0TyoYyPzkxhC-YulzRgjx8QeSv4nIWfLnc=w32-h32-p-k-no
Nine Holy Cannons,"Phu Hau Ward, Hue",4.5,Landmarks,"Located at the entrance of the Imperial City, these nine massive cannons are symbolic guardians of the citadel.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSylW1ZjsCq1xM55lDyKJ4HF5qcsc-YDcSIuQgC4KYYYZykBe74o5iNN9t56QVLT5ek0NMf51lTY2Q-hCaA8sC6UMkRzXHuzlZtPR8ls4C1FeRHR_HVKXILdgr1VwQXtBZuu5g1JUg=w32-h32-p-k-no
An Dinh Palace,"179 Phan Dinh Phung Street, Phu Nhuan Ward, Hue",4.5,Landmarks,"A 20th-century royal palace with French colonial architecture, once the private residence of Emperor Khai Dinh and King Bao Dai.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzsmiisMeWjJaObaztVGuFXV90AhbHt7JTuQ3hVm9I5KMyy2O-GfMRpPv8jhJSpjMa4WheinvsP6UOK7sU2_iCtDe3cokyCIMcty_62YQdEVrZN3AFdW_iaBerokfQkHF5xjMbN=w32-h32-p-k-no
Tam Toa,"Tong Duy Tan Street, Phu Hau Ward, Hue",4.4,Shrines/Temples,"'The Three Courts.' A historic building in the Imperial City, associated with royal ceremonies, later becoming a Catholic church.",Hue,
Temple of Literature,"Van Thanh Street, Long Ho Ward, Hue",4.4,Shrines/Temples,"A Confucian temple complex, similar to Hanoi's, dedicated to scholars and education.",Hue,
Hue Museum of Royal Antiquities,"03 Le Truc Street, Phu Hau Ward, Hue",4.5,Museums,"Located within the Imperial City, this museum displays artifacts, furniture, and treasures from the Nguyen Dynasty.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSzgHv1ou4mMFwee53KO_aEhr91L7zL0bvxCf9ZeTyexhyUfaEfImCmXEYPyyZDyCil9zEXR8UsLuxzWZCER6eJ6sIxRIk79eNmP1jbkHmRTzV6LjO1AmvpP7tJvkqVlSXfZ2rhAyzDZtm9o=w32-h32-p-k-no
Meteorological Tower,"Ong Ich Khiem Street, Thuan Hoa Ward, Hue",4.4,Landmarks,"An old observatory tower, part of the Imperial City complex, used for astronomical and meteorological observations.",Hue,
Bao Vinh Ancient Town,"131 Bao Vinh, Huong Vang, Huong Tra Town",4.4,Landmarks,"A small, ancient port town near Hue, offering a glimpse of 19th-century architecture and a quieter atmosphere.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSwvUFRFxdMwEqohKfsLtAakx8dkgi5-3ajJr8Yg88ShOGYYBLRQ5gmV6FAn3pg-0QIYtQhVw8rLxoMNXcOEKIBTBiNaCDc03hPVwwNaX0iUgKLE-Zekw7nDEW8JeaXZd7tQ8W5-8A=w32-h32-p-k-no
Tu Hieu Pagoda,"Duong Xuan Thuong III Village, Thuy Xuan Ward, Hue",4.8,Shrines/Temples,A historic Zen pagoda known for its tranquil forest setting and being the resting place of many imperial eunuchs.,Hue,
Thuy Xuan Incense-making Village,"62 Huyen Tran Cong Chua Street, Thuy Xuan Ward, Hue",4.2,Landmarks,"A traditional craft village where residents make colorful, scented incense sticks. A popular spot for photos.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSz2mKZU9yzqWUSvytNHf_TXSUllzbpCwRvqyi1_jtoFCaOyCr_DufpEDLAyceL0TfH1ubzZQwskgY14IgukDJK8oMZN2K6C16lJmRmohUz2SseQLYmnmabqzgskLjTF6xRSCiws0w=w32-h32-p-k-no
Ho Quyen,"373 Bui Thi Xuan Street, Phuong Duc Ward, Hue",4.1,Landmarks,'Tiger Arena.' A 19th-century arena where royal fights between elephants and tigers were staged for the monarchy.,Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSybyFz2sh0-4u4-9RB8udxU9yAXf5LTuApsbgkEF42YTY_FARfLr-xawUgXTFb5k9_yFYE1vAmyUUcRs0qPuBeANb91GKw-eq1yd6At_FmYqNPwrylrbCcVNhkWfdTSlqJhNZic=w32-h32-p-k-no
Luong Dinh Pavilion,"Le Duan Street, Phu Thuan Ward, Hue",4.8,Landmarks,"A royal pavilion on the banks of the Perfume River, used by emperors as a resting place and to view boat races.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyHKeIOfJwNPieRMhC2m366P_LTfxtPzRg7HFkYBmbKSw7022ormpYZQWU236jMko0SuA_BvcXnmepqeiotsNeaRiCvw-w5_Gjh8oRi50r9MMJwJOBS-FyRy8q3QY7EtfIFxr1XjnSIXEs=w32-h32-p-k-no
Tinh Tam Lake,"Thuan Thanh Ward, Hue",4.4,Landmarks,"'Lake of Serenity.' A large, historic lake within the Imperial City walls, once a royal garden, known for its lotus flowers.",Hue,
Hon Chen Shrine,"Hai Cat Village, Huong Tra Town",4.4,Shrines/Temples,"A temple on a riverside cliff, dedicated to the goddess Po Nagar and the 'Mother Goddess' faith.",Hue,https://lh3.googleusercontent.com/gps-cs-s/AG0ilSyb53cRpmnwSUtd7A0MH8bJ84Azisdxs_oCg6l5YkRsXkVl_Zg1M5n9E27xmYAf5Vw9NfejcXUkblJGdJJgVEpelWN3elSZJQJmMNPonsOx2yaNTJTkIlDZb5nlEvnR6dwNpQ9apr6AVFk8=w32-h32-p-k-no
